timestamp,device_id,user_id_hash,event_type,action,result,status,os,os_version,app_id,ip,geo_lat,geo_lon,compliance_state,message
2025-09-10 00:29:35+00:00,D023,7508652825067094058,login,login,success,401,Android,15.2,com.company.mdm,122.183.224.45,-55.19122,58.339429,noncompliant,jailbreak/root detected
2025-09-07 05:27:50+00:00,D042,-2048924361991367554,config_change,config_change,fail,500,Android,13.0,com.company.mail,109.103.91.37,14.8596735,-88.501743,compliant,profile install fail
2025-08-29 09:50:48+00:00,D008,-2618766019529745548,login,login,success,400,Android,16.1,com.company.vpn,119.22.92.203,-32.653045,112.404118,noncompliant,login failed
2025-09-02 15:34:43+00:00,D044,4674812492356975670,install,install,success,401,iOS,14.8,com.company.mdm,199.71.187.202,75.7872725,-53.143054,noncompliant,login success
2025-09-12 18:37:56+00:00,D001,-7248233572179033140,install,install,success,401,iOS,13.0,com.company.mdm,205.187.126.31,-17.792533,136.527924,noncompliant,jailbreak/root detected
2025-08-28 01:51:45+00:00,D001,2836033836479583071,login,login,fail,400,iOS,16.1,com.company.vpn,102.30.46.70,-72.121334,147.223673,noncompliant,login failed
2025-08-25 01:28:43+00:00,D003,9024704595696893436,install,install,success,200,Android,15.2,com.company.vpn,76.19.94.62,-62.6074125,160.447628,compliant,profile install fail
2025-09-04 16:40:58+00:00,D050,8627171220907869741,config_change,config_change,success,403,iOS,15.2,com.company.vpn,202.189.53.213,-14.092389,72.390427,compliant,app blocked by policy
2025-09-11 06:13:45+00:00,D002,-4369241949689463694,logout,logout,success,401,Android,13.0,com.company.vpn,153.94.162.119,-59.4019945,14.139086,noncompliant,login failed
2025-08-27 23:11:40+00:00,D045,3618348373062826075,login,login,success,200,Android,15.2,com.company.vpn,55.17.240.92,65.349687,-44.091543,noncompliant,profile install fail
2025-08-18 05:20:18+00:00,D020,9084078315415788995,logout,logout,success,400,Android,16.1,com.company.chat,2.64.14.215,3.41881,-37.834752,compliant,profile install fail
2025-08-27 14:07:25+00:00,D023,-8906179365786295512,config_change,config_change,success,500,Android,14.8,com.company.mail,170.58.17.27,60.7335255,-15.356379,noncompliant,login failed
2025-08-19 16:32:47+00:00,D038,-1025587747288526087,install,install,fail,500,Android,16.1,com.company.chat,65.178.201.224,-1.164626,-73.594671,noncompliant,jailbreak/root detected
2025-08-15 14:17:06+00:00,D033,5115735271573139080,login,login,success,500,iOS,16.1,com.company.mail,146.229.118.93,-78.887223,161.51583,noncompliant,login success
2025-08-19 17:15:08+00:00,D034,-2859020354705791856,config_change,config_change,success,400,Android,11.0,com.company.mail,40.19.152.71,-47.1229305,89.024297,noncompliant,jailbreak/root detected
2025-08-21 14:04:56+00:00,D021,-8113269343067654031,login,login,success,401,Android,13.0,com.company.mdm,126.33.187.57,-55.5958765,160.722218,noncompliant,app blocked by policy
2025-08-17 04:14:45+00:00,D045,-1691791673375608943,install,install,success,400,Android,13.0,com.company.mdm,48.183.102.81,11.4648405,161.975883,compliant,jailbreak/root detected
2025-09-01 14:10:37+00:00,D037,707242677320269404,install,install,success,200,Android,16.1,com.company.vpn,99.157.111.53,-51.833534,136.277702,noncompliant,jailbreak/root detected
2025-09-01 13:00:31+00:00,D039,7655821652124294573,install,install,success,403,iOS,12.0,com.company.mdm,146.7.5.248,24.8976385,-91.219294,compliant,configuration updated
2025-09-11 21:02:55+00:00,D006,7907786011067463518,install,install,success,500,Android,14.8,com.company.vpn,15.102.180.126,63.3746835,-170.467323,noncompliant,login failed
2025-08-23 03:34:09+00:00,D013,3820783667608268494,logout,logout,fail,400,Android,12.0,com.company.mail,64.247.223.122,-26.696936,154.614747,noncompliant,app blocked by policy
2025-08-25 07:39:44+00:00,D041,3953254815554349927,config_change,config_change,fail,403,Android,11.0,com.company.vpn,2.233.226.179,25.211293,18.580881,compliant,configuration updated
2025-09-01 21:20:57+00:00,D045,4597349814266197356,login,login,success,200,Android,15.2,com.company.vpn,208.102.142.136,50.804446,-23.764261,noncompliant,login success
2025-08-25 21:26:46+00:00,D036,215288558844282640,logout,logout,success,200,Android,15.2,com.company.mdm,37.108.235.192,-13.042559,-12.402913,noncompliant,app blocked by policy
2025-08-27 01:19:56+00:00,D040,5034319110621840420,config_change,config_change,success,500,Android,15.2,com.company.mdm,161.239.75.225,-39.3728685,19.773873,noncompliant,profile install fail
2025-08-19 17:47:50+00:00,D049,-4826058708161378429,logout,logout,success,401,Android,13.0,com.company.vpn,108.35.138.21,-44.855478,-12.744721,noncompliant,app blocked by policy
2025-09-09 14:08:37+00:00,D005,-2351954605242717133,install,install,success,401,Android,12.0,com.company.mail,39.180.133.1,-80.318281,-74.692166,compliant,login failed
2025-08-21 01:07:03+00:00,D015,3472173675909555687,update,update,success,400,iOS,11.0,com.company.mdm,60.9.113.138,-40.408944,103.611044,noncompliant,jailbreak/root detected
2025-08-17 17:17:12+00:00,D030,-5494223579816467123,update,update,fail,403,Android,12.0,com.company.mail,112.51.147.117,9.565198,-82.797458,noncompliant,app blocked by policy
2025-08-17 01:11:53+00:00,D001,-8408841969920682515,install,install,success,403,Android,12.0,com.company.vpn,155.19.209.63,-61.9606145,-136.523353,noncompliant,login failed
2025-09-05 13:49:21+00:00,D018,1702882681308811149,update,update,success,403,Android,13.0,com.company.mdm,171.127.222.228,45.786476,27.528826,compliant,app blocked by policy
2025-08-31 18:05:30+00:00,D009,3079697576883479329,config_change,config_change,success,403,iOS,14.8,com.company.mdm,85.80.71.227,-33.51696,33.064846,compliant,app blocked by policy
2025-09-06 11:35:44+00:00,D012,-6595405535440838448,login,login,success,401,iOS,11.0,com.company.chat,221.216.240.76,-76.889883,-42.917694,noncompliant,app blocked by policy
2025-08-16 20:04:39+00:00,D018,-7535167288044064233,update,update,success,200,Android,14.8,com.company.mail,23.179.131.13,-38.4601315,-152.193559,noncompliant,login failed
2025-08-24 21:12:26+00:00,D042,5071284932213413440,login,login,success,200,iOS,15.2,com.company.vpn,55.129.201.30,-11.060572,154.213211,compliant,jailbreak/root detected
2025-08-30 20:00:23+00:00,D010,-2730914692546315783,logout,logout,fail,200,iOS,11.0,com.company.chat,133.171.239.121,19.6220165,116.549729,noncompliant,login failed
2025-08-30 16:57:33+00:00,D039,-7712711178351590351,config_change,config_change,success,200,iOS,16.1,com.company.mail,200.213.96.155,79.1097195,-147.574694,compliant,profile install fail
2025-08-31 21:00:33+00:00,D037,5199608279284172666,update,update,success,400,iOS,12.0,com.company.vpn,135.148.246.225,89.0954185,-141.243771,compliant,configuration updated
2025-09-04 23:24:26+00:00,D050,-6019540639134233945,install,install,success,500,iOS,12.0,com.company.mail,84.13.85.186,86.7173765,164.13285,noncompliant,jailbreak/root detected
2025-08-15 14:56:31+00:00,D028,-5664239079046768833,install,install,fail,401,iOS,11.0,com.company.mdm,126.214.47.47,-44.9233915,19.792392,compliant,app blocked by policy
2025-08-26 09:42:12+00:00,D024,1291128612740431303,update,update,success,403,iOS,13.0,com.company.chat,6.111.59.120,-63.0946665,117.303152,noncompliant,app blocked by policy
2025-09-12 23:48:23+00:00,D028,-6310799306800062191,config_change,config_change,success,400,iOS,16.1,com.company.mdm,148.244.9.204,-84.757127,0.290543,compliant,app blocked by policy
2025-09-06 20:02:50+00:00,D037,-925442587407609982,config_change,config_change,success,401,iOS,11.0,com.company.chat,43.81.23.81,39.108017,20.322546,compliant,app blocked by policy
2025-08-20 08:34:27+00:00,D014,-1995000666450184094,install,install,success,401,Android,12.0,com.company.chat,150.45.65.202,-76.1143855,11.712559,compliant,jailbreak/root detected
2025-08-23 02:10:43+00:00,D013,3436719735246694993,login,login,success,403,Android,12.0,com.company.vpn,93.75.80.246,-60.3844825,115.110687,noncompliant,configuration updated
2025-09-09 09:07:08+00:00,D046,5277595641172970826,update,update,success,200,iOS,16.1,com.company.vpn,32.147.123.111,28.0254635,-28.659221,noncompliant,configuration updated
2025-08-26 12:17:16+00:00,D016,3562911700323852013,install,install,success,401,Android,12.0,com.company.chat,109.6.38.212,32.2223475,35.877351,noncompliant,configuration updated
2025-08-27 05:58:06+00:00,D036,-7067203540069289177,install,install,success,403,Android,16.1,com.company.chat,33.81.231.205,-53.585032,-104.570886,compliant,login success
2025-08-22 15:43:28+00:00,D047,-7790128544510951164,logout,logout,success,500,iOS,15.2,com.company.vpn,53.223.121.70,-63.7235345,160.576451,noncompliant,profile install fail
2025-08-27 23:33:34+00:00,D047,7008419223565646495,config_change,config_change,success,500,Android,14.8,com.company.vpn,21.157.175.228,-67.2250605,-136.240981,noncompliant,login failed
2025-09-11 20:20:35+00:00,D024,7734850341832099678,logout,logout,success,500,iOS,16.1,com.company.mail,109.104.32.105,-51.0895955,55.336242,compliant,jailbreak/root detected
2025-09-06 20:41:06+00:00,D019,-6513862151612457066,logout,logout,success,403,iOS,14.8,com.company.chat,161.78.50.11,45.9046015,151.576503,noncompliant,app blocked by policy
2025-09-10 02:57:50+00:00,D029,4289532428511623942,install,install,fail,200,Android,11.0,com.company.mail,116.112.169.47,-1.307538,115.387032,compliant,app blocked by policy
2025-09-02 09:55:29+00:00,D032,-3548060293379409008,login,login,success,200,iOS,15.2,com.company.chat,8.85.63.83,-79.3962115,-71.835421,compliant,login failed
2025-08-26 23:53:45+00:00,D008,2796043274942542575,config_change,config_change,success,500,iOS,12.0,com.company.mdm,8.159.42.82,-57.621188,-29.227524,noncompliant,app blocked by policy
2025-08-29 20:12:10+00:00,D020,2939209120507982531,config_change,config_change,success,401,iOS,12.0,com.company.mail,172.247.243.203,32.8952045,-127.042346,compliant,configuration updated
2025-08-30 05:29:08+00:00,D014,8955820326693071017,install,install,success,400,iOS,15.2,com.company.mail,188.130.82.50,-12.0203115,88.991035,compliant,login success
2025-08-27 17:38:00+00:00,D027,4251784601565933779,update,update,success,403,Android,14.8,com.company.vpn,206.111.86.136,71.274302,-35.275245,noncompliant,configuration updated
2025-09-05 17:00:05+00:00,D019,6014450314626237448,update,update,fail,400,Android,13.0,com.company.vpn,199.222.42.173,-36.698759,27.910693,noncompliant,login success
2025-09-05 05:29:35+00:00,D035,-5986891106609762887,logout,logout,success,401,iOS,14.8,com.company.mail,196.158.21.71,-23.5323985,-87.708476,compliant,profile install fail
2025-09-07 09:43:51+00:00,D039,6045766065054561358,config_change,config_change,success,403,iOS,11.0,com.company.chat,13.169.3.112,28.6421395,3.225389,noncompliant,profile install fail
2025-09-01 13:16:31+00:00,D033,645655606214096264,config_change,config_change,success,200,iOS,11.0,com.company.chat,35.245.180.164,-85.176227,29.950087,noncompliant,login success
2025-09-02 14:46:48+00:00,D006,4211311060269029730,logout,logout,success,500,iOS,13.0,com.company.chat,162.169.51.212,-51.7161875,-98.087287,compliant,login failed
2025-09-06 02:08:40+00:00,D031,-4742082826717620842,config_change,config_change,success,401,iOS,12.0,com.company.mdm,155.25.77.234,42.91768,-130.898557,noncompliant,login success
2025-08-21 01:22:36+00:00,D031,-7844566103086427794,install,install,success,401,iOS,15.2,com.company.chat,143.70.138.36,-66.2103165,83.264216,noncompliant,configuration updated
2025-08-24 03:07:46+00:00,D032,-5256025543318498740,install,install,success,403,iOS,11.0,com.company.mail,109.233.45.255,5.475158,-52.4736,noncompliant,profile install fail
2025-08-18 18:20:21+00:00,D021,2370005103912701280,login,login,success,403,iOS,13.0,com.company.mdm,129.138.18.122,10.3128095,-74.855606,noncompliant,login success
2025-08-23 04:08:20+00:00,D013,826733322445641785,config_change,config_change,success,403,Android,14.8,com.company.vpn,188.54.123.28,75.300691,-88.162218,noncompliant,jailbreak/root detected
2025-09-01 01:13:39+00:00,D009,7601481452257064554,install,install,success,403,iOS,14.8,com.company.vpn,202.195.15.214,-70.4371725,22.401621,compliant,profile install fail
2025-08-19 20:40:05+00:00,D036,-5053939733337981460,login,login,success,200,iOS,14.8,com.company.mdm,159.44.37.202,80.8327205,-124.937992,compliant,configuration updated
2025-09-12 02:56:13+00:00,D010,-5757486666371563944,update,update,success,401,Android,11.0,com.company.mdm,68.152.92.45,88.9393275,-123.539879,noncompliant,login failed
2025-08-27 20:26:04+00:00,D030,5189806678096586375,config_change,config_change,fail,400,iOS,14.8,com.company.chat,182.51.188.188,87.6212125,-39.421862,noncompliant,profile install fail
2025-09-02 10:14:39+00:00,D033,3568059136328148311,install,install,success,401,Android,12.0,com.company.mdm,93.103.85.76,13.393019,-44.152731,compliant,app blocked by policy
2025-09-07 12:04:36+00:00,D035,-9034428346038328866,update,update,success,500,Android,11.0,com.company.chat,125.224.185.112,-53.9965,-98.720191,compliant,configuration updated
2025-09-09 05:32:51+00:00,D016,-3787151330582110718,config_change,config_change,success,403,iOS,16.1,com.company.mdm,33.128.161.141,69.5639545,-57.490761,noncompliant,app blocked by policy
2025-08-15 02:51:18+00:00,D043,8181761903671732721,logout,logout,success,200,iOS,12.0,com.company.chat,80.148.166.162,88.9456655,20.025691,compliant,app blocked by policy
2025-08-28 05:01:05+00:00,D007,-8358035427498125478,config_change,config_change,success,200,iOS,11.0,com.company.vpn,69.34.244.59,27.712734,169.413988,compliant,app blocked by policy
2025-09-11 08:46:35+00:00,D017,8361227540965987181,install,install,success,403,iOS,16.1,com.company.mdm,155.101.63.24,-20.4610795,-131.200665,noncompliant,configuration updated
2025-08-27 10:25:57+00:00,D046,4005291627982010295,update,update,success,200,iOS,15.2,com.company.chat,21.17.22.148,-34.7269015,142.411818,compliant,configuration updated
2025-08-19 06:12:43+00:00,D006,128443010784993785,update,update,success,200,Android,15.2,com.company.chat,23.191.221.15,13.3051765,-116.667567,compliant,login success
2025-08-19 17:30:14+00:00,D021,6157041140263449602,login,login,success,401,Android,15.2,com.company.vpn,110.36.16.173,-41.407834,-156.765011,noncompliant,jailbreak/root detected
2025-09-07 05:36:56+00:00,D044,-1283514607630708001,logout,logout,fail,200,Android,12.0,com.company.vpn,44.33.100.161,-74.0387115,92.294897,noncompliant,jailbreak/root detected
2025-09-11 13:24:42+00:00,D010,4130427605588915503,logout,logout,success,401,Android,16.1,com.company.mail,54.1.85.235,-89.8257905,-24.025536,noncompliant,profile install fail
2025-08-22 18:16:41+00:00,D044,4596680507207346230,config_change,config_change,fail,403,Android,12.0,com.company.chat,1.128.0.185,-18.344287,-179.206257,noncompliant,configuration updated
2025-08-17 05:12:50+00:00,D017,3033724277891454756,update,update,success,400,Android,11.0,com.company.mail,158.119.3.168,-2.768003,-1.369896,compliant,app blocked by policy
2025-09-02 09:57:23+00:00,D037,-1140732426900703512,install,install,success,401,iOS,13.0,com.company.mdm,112.109.75.150,53.252734,32.494428,noncompliant,login success
2025-08-17 12:31:48+00:00,D037,-6452333052038592523,login,login,success,403,Android,15.2,com.company.chat,152.54.243.211,2.2980135,-143.83424,compliant,configuration updated
2025-09-08 05:26:10+00:00,D013,1701392693300465899,config_change,config_change,success,400,iOS,13.0,com.company.mail,105.76.221.180,55.125642,-50.520939,noncompliant,app blocked by policy
2025-09-12 15:06:21+00:00,D003,1071661047371162135,config_change,config_change,success,400,iOS,16.1,com.company.chat,68.192.23.70,-73.777685,48.045068,noncompliant,login failed
2025-09-04 05:37:47+00:00,D013,-3284660472598327322,logout,logout,success,401,Android,15.2,com.company.chat,108.230.231.72,49.4360405,-15.132512,noncompliant,profile install fail
2025-08-18 08:20:59+00:00,D048,-354544260809528656,install,install,success,403,iOS,15.2,com.company.vpn,104.11.115.180,12.7973795,-82.791331,noncompliant,jailbreak/root detected
2025-08-16 16:31:40+00:00,D024,8076412398768211379,login,login,success,200,Android,12.0,com.company.mail,62.232.206.102,-67.1021525,127.158257,noncompliant,profile install fail
2025-08-25 21:20:20+00:00,D044,7000165027139634150,install,install,success,401,iOS,13.0,com.company.vpn,147.114.248.31,-75.6019695,-60.232279,noncompliant,login success
2025-09-07 07:47:20+00:00,D040,-6131289521323611301,config_change,config_change,success,500,iOS,13.0,com.company.mail,105.253.186.98,20.728922,-169.624845,noncompliant,configuration updated
2025-09-03 11:24:50+00:00,D020,7310483434718540056,update,update,fail,200,iOS,16.1,com.company.mdm,116.203.189.107,-65.745129,-165.742541,compliant,login success
2025-08-18 04:01:56+00:00,D016,-6806278981304989953,config_change,config_change,fail,403,Android,13.0,com.company.mdm,103.24.18.234,39.990253,33.171821,compliant,app blocked by policy
2025-08-17 00:02:16+00:00,D042,-395532781556004715,login,login,success,500,Android,16.1,com.company.mail,137.87.62.164,16.2551915,-77.229848,noncompliant,login failed
2025-09-07 16:53:08+00:00,D029,-2373244433704400139,update,update,success,401,iOS,13.0,com.company.chat,201.99.245.29,-53.7057735,-83.988308,noncompliant,login success
2025-09-03 22:15:39+00:00,D026,-3586029852463797802,install,install,fail,200,Android,14.8,com.company.vpn,168.77.24.38,84.1870675,-51.635522,compliant,login success
2025-08-25 06:05:49+00:00,D022,-3912752855524059684,logout,logout,success,500,iOS,14.8,com.company.vpn,112.244.143.249,6.7998805,103.022727,compliant,login failed
2025-09-06 18:01:10+00:00,D022,-878545958904712283,logout,logout,success,500,iOS,16.1,com.company.vpn,217.200.51.111,83.9319495,-75.386414,compliant,jailbreak/root detected
2025-08-30 08:34:36+00:00,D017,-7933976290398541037,logout,logout,fail,200,iOS,14.8,com.company.chat,66.124.251.193,43.400182,152.791259,compliant,jailbreak/root detected
2025-09-06 12:27:09+00:00,D021,-4029505163158818295,login,login,fail,200,iOS,13.0,com.company.mdm,223.223.188.178,-50.407898,40.307902,compliant,configuration updated
2025-08-25 05:55:49+00:00,D005,8161992509187865915,update,update,success,401,iOS,11.0,com.company.vpn,180.8.91.53,-61.7665335,120.844435,compliant,configuration updated
2025-08-16 08:01:47+00:00,D043,-7103494599499816508,config_change,config_change,success,200,iOS,11.0,com.company.mdm,13.108.188.57,16.753709,15.50548,noncompliant,configuration updated
2025-08-26 16:28:34+00:00,D007,-6231351406771824434,update,update,success,403,iOS,14.8,com.company.chat,125.89.110.43,-20.528112,-20.703543,compliant,login success
2025-09-11 06:48:54+00:00,D009,6998446784913567341,install,install,success,500,Android,11.0,com.company.chat,52.200.162.11,-86.4368915,117.229156,noncompliant,jailbreak/root detected
2025-09-04 16:47:00+00:00,D039,-6700817810541874024,update,update,fail,200,iOS,11.0,com.company.mdm,15.199.74.139,36.5346215,-144.608243,compliant,app blocked by policy
2025-09-03 08:32:39+00:00,D022,-5956693046536035350,update,update,success,200,Android,11.0,com.company.chat,136.162.37.114,38.5375945,128.012172,noncompliant,profile install fail
2025-09-09 22:07:21+00:00,D010,6214534651176200776,update,update,fail,200,iOS,11.0,com.company.mail,9.153.36.77,7.1526735,-59.703625,noncompliant,login failed
2025-09-09 20:31:08+00:00,D036,1169904751324791584,login,login,success,500,Android,13.0,com.company.mail,141.172.97.154,51.5675845,35.564515,noncompliant,profile install fail
2025-09-09 04:28:57+00:00,D043,1164661968480731607,update,update,success,200,Android,12.0,com.company.chat,68.162.57.134,50.1004765,157.713233,noncompliant,login success
2025-09-05 00:07:15+00:00,D037,7563380758884400281,config_change,config_change,success,403,iOS,14.8,com.company.chat,134.9.238.63,89.949392,-76.720599,noncompliant,login success
2025-09-11 14:53:31+00:00,D049,-6269626228257027853,install,install,success,403,iOS,12.0,com.company.chat,205.56.35.64,63.285595,59.712312,compliant,login failed
2025-08-21 08:13:07+00:00,D018,-1482902205399261471,install,install,success,401,iOS,15.2,com.company.vpn,70.154.57.150,-49.4386375,158.568961,noncompliant,login success
2025-08-27 16:10:58+00:00,D010,7117068063772565712,login,login,fail,500,iOS,11.0,com.company.mdm,1.177.134.234,73.965977,177.210623,noncompliant,profile install fail
2025-09-07 05:00:45+00:00,D011,-3912708974942205668,install,install,success,401,iOS,14.8,com.company.vpn,36.41.130.223,44.334893,120.900317,compliant,jailbreak/root detected
2025-09-05 17:27:59+00:00,D004,1651817171948502829,login,login,success,403,Android,12.0,com.company.mdm,99.60.250.206,-29.7994185,-46.081406,noncompliant,profile install fail
2025-08-22 02:32:39+00:00,D014,-2138885433470795883,config_change,config_change,fail,403,iOS,16.1,com.company.mdm,210.63.51.161,-72.538472,-97.983265,noncompliant,login success
2025-09-10 10:03:08+00:00,D015,-1553705213468546789,update,update,success,200,iOS,15.2,com.company.chat,8.10.164.71,-59.6595825,125.925264,compliant,login failed
2025-09-07 02:48:35+00:00,D049,837612733052718740,install,install,success,200,iOS,11.0,com.company.mdm,44.120.225.251,59.2420545,45.684473,compliant,login failed
2025-08-26 01:29:52+00:00,D025,2338409761773110518,config_change,config_change,success,500,Android,14.8,com.company.mdm,102.143.126.106,61.3486165,-114.556601,compliant,app blocked by policy
2025-08-30 01:10:25+00:00,D002,-2105253215026044356,update,update,success,401,Android,12.0,com.company.mdm,205.90.248.44,-41.3499345,-104.354881,noncompliant,profile install fail
2025-09-04 11:26:45+00:00,D008,-4015341441661376260,update,update,fail,401,iOS,12.0,com.company.mdm,146.70.112.166,-46.1842585,162.550509,noncompliant,login success
2025-09-13 16:53:02+00:00,D028,461927360651835943,login,login,success,500,Android,12.0,com.company.mail,210.72.3.10,31.2231255,-88.499646,noncompliant,profile install fail
2025-09-12 15:53:03+00:00,D048,267017678227074087,install,install,success,400,iOS,12.0,com.company.mail,129.172.247.91,63.0387285,-32.495771,compliant,profile install fail
2025-08-29 22:47:44+00:00,D023,-2706113112092973952,logout,logout,success,400,Android,15.2,com.company.vpn,88.99.249.201,-7.3428185,-116.702073,compliant,configuration updated
2025-08-31 21:19:10+00:00,D005,1102670282551331616,logout,logout,success,403,Android,12.0,com.company.mdm,115.27.21.195,-82.9444745,24.846063,noncompliant,configuration updated
2025-08-30 20:41:29+00:00,D021,-3653487584240665503,logout,logout,success,403,Android,13.0,com.company.chat,10.66.157.12,-31.104212,-7.195618,noncompliant,jailbreak/root detected
2025-08-18 05:09:11+00:00,D004,-968950412880116655,install,install,success,401,Android,11.0,com.company.mail,76.91.13.194,-17.2409345,-177.15924,compliant,profile install fail
