timestamp_utc,device_id,user_id_hash,event_type,action,result,status_code,os,os_version,app_id,ip,geo_lat,geo_lon,compliance_state,message
2025-09-11 01:33:58,D028,4455404009180439669,config_change,config_change,fail,403,Android,12.0,com.company.chat,162.93.228.25,-62.6377645,30.068227,compliant,configuration updated
2025-08-19 03:23:39,D047,-507211584835516215,login,login,success,500,Android,13.0,com.company.chat,210.127.179.144,27.8546775,34.584953,compliant,profile install fail
2025-09-01 02:05:06,D028,5793101748311747059,logout,logout,success,401,iOS,12.0,com.company.mail,108.244.226.156,-33.9901745,-16.610254,noncompliant,configuration updated
2025-08-27 22:01:41,D033,-1747495759394905476,config_change,config_change,fail,401,iOS,12.0,com.company.mail,191.221.114.130,-70.751455,114.596251,noncompliant,app blocked by policy
2025-08-27 20:38:51,D002,4880866565676015747,login,login,success,401,iOS,14.8,com.company.vpn,109.24.215.238,52.1324975,168.062695,compliant,login success
2025-08-22 05:04:41,D047,3016323976351668060,update,update,success,500,iOS,15.2,com.company.mdm,100.180.102.217,-44.235175,177.124528,compliant,profile install fail
2025-08-25 10:01:21,D034,3466358024858154726,config_change,config_change,success,400,iOS,13.0,com.company.chat,207.25.57.48,85.3120375,2.6578,noncompliant,configuration updated
2025-09-09 11:37:05,D042,477146009270377751,install,install,success,500,Android,14.8,com.company.vpn,215.77.46.221,-26.8822835,2.527526,compliant,login success
2025-08-28 11:52:16,D022,-8070380355674211357,login,login,success,400,iOS,14.8,com.company.mail,74.4.31.206,-13.5292215,87.222211,compliant,login failed
2025-09-11 21:56:13,D005,9100985675141391272,login,login,success,200,iOS,16.1,com.company.mdm,104.5.135.15,-36.0932875,38.816891,compliant,jailbreak/root detected
2025-09-08 13:19:54,D009,5541780752226046847,config_change,config_change,success,400,Android,11.0,com.company.vpn,53.233.118.84,0.5625035,-148.894051,compliant,login success
2025-08-18 02:25:21,D043,-5946937465504241182,update,update,success,403,Android,13.0,com.company.mail,148.203.67.161,-10.0024575,119.619509,compliant,login success
2025-08-22 06:27:47,D026,-6901688363122572597,install,install,success,200,iOS,15.2,com.company.vpn,6.104.188.231,-79.7913845,-104.5305,noncompliant,login failed
2025-09-01 23:22:19,D028,-7387433423418803217,logout,logout,success,400,iOS,11.0,com.company.mail,167.182.53.86,-82.596215,-161.386007,compliant,configuration updated
2025-08-18 06:33:24,D035,7420416169709623749,login,login,success,400,iOS,11.0,com.company.mdm,126.88.41.200,-8.23281,1.516657,noncompliant,login failed
2025-08-29 02:19:12,D026,6059408867218453781,login,login,fail,200,Android,16.1,com.company.mdm,31.237.14.127,-48.171429,-28.451778,noncompliant,app blocked by policy
2025-09-04 23:58:39,D045,-836397621863212876,config_change,config_change,success,403,iOS,15.2,com.company.chat,73.12.222.24,11.470338,-120.097831,compliant,login success
2025-09-04 18:18:36,D038,-2601508500560324746,config_change,config_change,fail,401,iOS,14.8,com.company.mdm,125.170.119.113,51.0435505,-27.375441,compliant,login success
2025-08-26 19:04:04,D033,-5604966005237715885,login,login,success,200,iOS,13.0,com.company.vpn,44.169.40.211,-71.4784445,13.668295,noncompliant,login success
2025-09-09 15:17:16,D037,5898094427743103609,logout,logout,success,200,iOS,11.0,com.company.chat,86.200.16.21,-15.720383,137.849296,noncompliant,login failed
2025-08-18 05:55:48,D043,-9209074133322060577,install,install,success,403,iOS,13.0,com.company.chat,54.103.66.4,-17.11908,-90.347492,noncompliant,profile install fail
2025-09-13 02:42:34,D049,-7372750433696683589,login,login,fail,500,iOS,14.8,com.company.vpn,49.237.199.161,23.6580075,152.641443,noncompliant,login failed
2025-09-13 01:50:18,D023,5181558119032330414,login,login,success,401,Android,15.2,com.company.mdm,158.248.12.137,10.701094,-165.375005,noncompliant,jailbreak/root detected
2025-08-18 01:42:11,D042,-1358670431320324796,config_change,config_change,fail,500,Android,13.0,com.company.mail,2.120.210.182,54.6524045,147.456586,compliant,profile install fail
2025-08-30 05:39:03,D008,-5846540018324839802,login,login,success,400,Android,16.1,com.company.vpn,221.190.98.124,-54.476766,-38.808152,noncompliant,login failed
2025-09-08 20:53:19,D044,-6397216218451470744,install,install,success,401,iOS,14.8,com.company.mdm,219.238.1.85,-71.7460735,12.372851,noncompliant,login success
2025-09-14 11:49:49,D001,-5420571045905388970,install,install,success,401,iOS,13.0,com.company.mdm,188.41.139.209,5.4384755,76.885127,noncompliant,jailbreak/root detected
2025-09-05 02:36:39,D001,4113866685021183269,login,login,fail,400,iOS,16.1,com.company.vpn,137.148.37.76,86.2080885,-82.087991,noncompliant,login failed
2025-08-28 10:58:12,D003,-7484747292304360139,install,install,success,200,Android,15.2,com.company.vpn,177.107.67.34,52.011268,54.5131,compliant,profile install fail
2025-09-11 21:55:25,D050,-2898536216944568510,config_change,config_change,success,403,iOS,15.2,com.company.vpn,100.181.19.43,-47.1933255,127.530445,compliant,app blocked by policy
2025-09-13 07:41:18,D002,-2808839998294587929,logout,logout,success,401,Android,13.0,com.company.vpn,198.139.216.159,13.92177,160.722707,noncompliant,login failed
2025-09-02 07:29:37,D045,9001827139955790327,login,login,success,200,Android,15.2,com.company.vpn,174.208.122.251,64.719304,155.087758,noncompliant,profile install fail
2025-08-18 15:38:57,D020,3410030557183065451,logout,logout,success,400,Android,16.1,com.company.chat,70.244.175.41,-22.2304725,-150.210062,compliant,profile install fail
2025-08-28 00:41:05,D023,3647618124535570493,config_change,config_change,success,500,Android,14.8,com.company.mail,199.14.44.225,-52.118399,-48.569301,noncompliant,login failed
2025-08-19 12:49:21,D038,8082512335148313387,install,install,fail,500,Android,16.1,com.company.chat,116.219.115.47,-86.303643,-34.177268,noncompliant,jailbreak/root detected
2025-09-03 23:50:24,D033,4430664921827344974,login,login,success,500,iOS,16.1,com.company.mail,118.84.98.174,80.097882,-152.889723,noncompliant,login success
2025-08-29 06:49:32,D034,-4692343743297106963,config_change,config_change,success,400,Android,11.0,com.company.mail,14.170.149.202,9.855801,-77.929928,noncompliant,jailbreak/root detected
2025-08-17 16:29:31,D021,8920816049065343066,login,login,success,401,Android,13.0,com.company.mdm,106.165.99.138,6.7621285,-60.818188,noncompliant,app blocked by policy
2025-09-04 06:26:48,D045,-2258327613971401004,install,install,success,400,Android,13.0,com.company.mdm,122.244.135.218,-35.8051835,175.949606,compliant,jailbreak/root detected
2025-09-13 13:16:25,D037,1676822288686024440,install,install,success,200,Android,16.1,com.company.vpn,133.85.145.205,79.143261,-155.971363,noncompliant,jailbreak/root detected
2025-09-10 18:50:28,D039,-8560383221359541071,install,install,success,403,iOS,12.0,com.company.mdm,215.30.22.99,-83.0702135,-172.222836,compliant,configuration updated
2025-09-05 03:30:29,D006,1764345130187515308,install,install,success,500,Android,14.8,com.company.vpn,191.98.47.142,17.167481,94.766685,noncompliant,login failed
2025-09-06 20:03:22,D013,182863139457066966,logout,logout,fail,400,Android,12.0,com.company.mail,194.190.82.116,-17.650206,-61.651615,noncompliant,app blocked by policy
2025-08-24 07:38:17,D041,3178112013313001639,config_change,config_change,fail,403,Android,11.0,com.company.vpn,1.168.84.28,-72.904307,-54.256424,compliant,configuration updated
2025-08-28 01:14:16,D045,-8085411791697919778,login,login,success,200,Android,15.2,com.company.vpn,180.53.144.6,-79.1129335,-29.249719,noncompliant,login success
2025-08-16 20:51:43,D036,8120734894967633856,logout,logout,success,200,Android,15.2,com.company.mdm,190.47.78.178,69.0035595,110.639125,noncompliant,app blocked by policy
2025-08-22 20:14:04,D040,7773205696832636567,config_change,config_change,success,500,Android,15.2,com.company.mdm,115.18.11.17,-65.548677,128.427361,noncompliant,profile install fail
2025-09-15 00:25:40,D049,-431206691082935706,logout,logout,success,401,Android,13.0,com.company.vpn,93.167.94.247,-68.284533,-43.353002,noncompliant,app blocked by policy
2025-08-30 11:11:26,D005,7060662582701980119,install,install,success,401,Android,12.0,com.company.mail,210.54.74.60,-18.2157635,95.993707,compliant,login failed
2025-08-20 05:03:40,D015,-3392262743367990862,update,update,success,400,iOS,11.0,com.company.mdm,197.161.180.211,-45.9058235,-31.026458,noncompliant,jailbreak/root detected
2025-08-27 17:21:36,D030,3416850185407044612,update,update,fail,403,Android,12.0,com.company.mail,43.199.94.161,-73.315737,33.703461,noncompliant,app blocked by policy
2025-08-22 08:16:58,D001,-4276932111348307977,install,install,success,403,Android,12.0,com.company.vpn,136.231.52.159,-55.126638,72.266898,noncompliant,login failed
2025-08-29 08:06:22,D018,-91602646565555133,update,update,success,403,Android,13.0,com.company.mdm,191.109.253.215,-12.341292,27.049643,compliant,app blocked by policy
2025-09-03 10:44:57,D009,1518374711151983167,config_change,config_change,success,403,iOS,14.8,com.company.mdm,170.11.100.83,74.301448,22.143227,compliant,app blocked by policy
2025-09-03 06:00:02,D012,-6875443492500313963,login,login,success,401,iOS,11.0,com.company.chat,7.20.122.215,-67.1597855,-20.980155,noncompliant,app blocked by policy
2025-08-21 23:46:00,D018,-3728493169971137353,update,update,success,200,Android,14.8,com.company.mail,188.120.173.189,-39.2063455,10.707376,noncompliant,login failed
2025-09-03 10:21:23,D042,-5901063933289800452,login,login,success,200,iOS,15.2,com.company.vpn,37.211.167.45,15.578745,129.206263,compliant,jailbreak/root detected
2025-08-30 02:42:13,D010,-6990530246804706352,logout,logout,fail,200,iOS,11.0,com.company.chat,217.128.76.200,-43.630599,56.455851,noncompliant,login failed
2025-09-10 23:01:25,D039,-6685013190135371222,config_change,config_change,success,200,iOS,16.1,com.company.mail,13.80.82.4,83.1936915,-161.484257,compliant,profile install fail
2025-09-15 14:42:04,D037,1333273444342098415,update,update,success,400,iOS,12.0,com.company.vpn,6.143.212.182,52.4782825,-4.164188,compliant,configuration updated
2025-09-03 04:01:29,D050,-8656357999459242188,install,install,success,500,iOS,12.0,com.company.mail,19.238.67.231,-3.1536105,-26.329877,noncompliant,jailbreak/root detected
2025-08-27 19:05:12,D028,2908467328968064299,install,install,fail,401,iOS,11.0,com.company.mdm,147.183.100.77,-42.253179,86.281157,compliant,app blocked by policy
2025-09-14 17:24:15,D024,9001793848187959675,update,update,success,403,iOS,13.0,com.company.chat,111.171.249.178,-51.933714,159.093648,noncompliant,app blocked by policy
2025-08-27 16:42:11,D028,-6839261057340645371,config_change,config_change,success,400,iOS,16.1,com.company.mdm,131.85.158.226,-57.3011235,-32.940594,compliant,app blocked by policy
2025-09-11 16:33:52,D037,-6193535354944562038,config_change,config_change,success,401,iOS,11.0,com.company.chat,174.15.150.122,-24.3101875,-129.375554,compliant,app blocked by policy
2025-09-12 08:18:31,D014,7248931210403206941,install,install,success,401,Android,12.0,com.company.chat,44.41.142.202,-40.8291305,16.457805,compliant,jailbreak/root detected
2025-08-29 14:36:12,D013,-3216367164482636905,login,login,success,403,Android,12.0,com.company.vpn,109.119.94.190,56.381793,-53.400406,noncompliant,configuration updated
2025-09-06 08:30:46,D046,6732206042374138107,update,update,success,200,iOS,16.1,com.company.vpn,180.105.78.61,41.3096115,94.920951,noncompliant,configuration updated
2025-08-20 03:24:17,D016,-1225965226957028195,install,install,success,401,Android,12.0,com.company.chat,187.119.249.67,-76.5295895,-167.881632,noncompliant,configuration updated
2025-09-09 03:51:24,D036,-8621318449519784352,install,install,success,403,Android,16.1,com.company.chat,218.32.112.203,-32.822996,24.751543,compliant,login success
2025-09-12 02:18:25,D047,-8558667257054578134,logout,logout,success,500,iOS,15.2,com.company.vpn,3.29.43.98,26.7552235,-104.540242,noncompliant,profile install fail
2025-09-05 09:21:00,D047,5160579617237147384,config_change,config_change,success,500,Android,14.8,com.company.vpn,120.113.149.224,-54.8460765,161.671324,noncompliant,login failed
2025-08-22 20:38:54,D024,-6784629159200954986,logout,logout,success,500,iOS,16.1,com.company.mail,197.5.73.42,-71.917989,-94.085978,compliant,jailbreak/root detected
2025-08-16 20:08:26,D019,-8557437659921169994,logout,logout,success,403,iOS,14.8,com.company.chat,222.140.50.185,5.29428,56.028524,noncompliant,app blocked by policy
2025-09-01 19:04:08,D029,-1189957898522314732,install,install,fail,200,Android,11.0,com.company.mail,110.145.182.108,-7.3978395,-35.93556,compliant,app blocked by policy
2025-08-23 12:40:02,D032,-1777815843095654764,login,login,success,200,iOS,15.2,com.company.chat,122.164.244.27,49.483157,60.039172,compliant,login failed
2025-08-24 03:15:39,D008,4056106277824342877,config_change,config_change,success,500,iOS,12.0,com.company.mdm,55.84.97.163,-53.4340875,-136.686039,noncompliant,app blocked by policy
2025-09-09 01:31:05,D020,-2092940688132440257,config_change,config_change,success,401,iOS,12.0,com.company.mail,212.138.18.67,-69.68156,-28.081997,compliant,configuration updated
2025-09-01 05:48:01,D014,-1604577443117040996,install,install,success,400,iOS,15.2,com.company.mail,68.114.102.182,-30.53908,-0.525117,compliant,login success
2025-09-10 07:42:27,D027,1450141978154233179,update,update,success,403,Android,14.8,com.company.vpn,170.31.134.89,2.202918,-141.215958,noncompliant,configuration updated
2025-09-09 07:40:57,D019,-171172810392465136,update,update,fail,400,Android,13.0,com.company.vpn,50.147.147.231,-32.354863,130.24544,noncompliant,login success
2025-08-19 04:43:23,D035,-5836556637293856175,logout,logout,success,401,iOS,14.8,com.company.mail,1.12.8.125,59.421348,-91.871123,compliant,profile install fail
2025-08-18 03:03:20,D039,-5827327498074640664,config_change,config_change,success,403,iOS,11.0,com.company.chat,108.254.133.28,-27.0994715,-51.740825,noncompliant,profile install fail
2025-09-08 21:11:21,D033,-3970678617741970103,config_change,config_change,success,200,iOS,11.0,com.company.chat,170.184.95.196,-49.4170825,-48.535586,noncompliant,login success
2025-08-30 22:34:42,D006,2795041226541519653,logout,logout,success,500,iOS,13.0,com.company.chat,161.156.19.243,-88.369043,10.111494,compliant,login failed
2025-08-26 08:36:40,D031,-5162822242726229285,config_change,config_change,success,401,iOS,12.0,com.company.mdm,207.154.68.4,-53.506422,99.627596,noncompliant,login success
2025-08-29 02:23:40,D031,-2598693708430167766,install,install,success,401,iOS,15.2,com.company.chat,94.69.27.199,22.734406,82.751308,noncompliant,configuration updated
2025-09-09 01:47:49,D032,-8979607210944798488,install,install,success,403,iOS,11.0,com.company.mail,135.132.239.188,48.2264915,125.796214,noncompliant,profile install fail
2025-08-17 14:06:55,D021,-7742615701550433435,login,login,success,403,iOS,13.0,com.company.mdm,163.223.141.61,-35.4549055,89.825823,noncompliant,login success
2025-09-12 07:31:01,D013,7358597654894513883,config_change,config_change,success,403,Android,14.8,com.company.vpn,14.142.201.207,-12.8926495,-125.509133,noncompliant,jailbreak/root detected
2025-08-27 08:34:29,D009,6715147260615957475,install,install,success,403,iOS,14.8,com.company.vpn,188.107.129.154,-17.4028715,-2.201026,compliant,profile install fail
2025-09-03 03:53:16,D036,2561379035257407592,login,login,success,200,iOS,14.8,com.company.mdm,96.237.54.174,-50.2901435,88.451619,compliant,configuration updated
2025-08-30 01:28:47,D010,-1968107289308660141,update,update,success,401,Android,11.0,com.company.mdm,115.33.166.180,-60.865615,92.285064,noncompliant,login failed
2025-09-14 18:11:33,D030,-6314432095309813448,config_change,config_change,fail,400,iOS,14.8,com.company.chat,3.205.39.121,-71.346149,-14.592999,noncompliant,profile install fail
2025-09-07 07:59:34,D033,4179859872135601195,install,install,success,401,Android,12.0,com.company.mdm,196.234.237.132,-4.609451,161.278548,compliant,app blocked by policy
2025-08-24 03:19:13,D035,-3145965067149217924,update,update,success,500,Android,11.0,com.company.chat,97.93.250.47,48.4003545,-79.07123,compliant,configuration updated
2025-08-23 15:49:37,D016,-7491216021079392422,config_change,config_change,success,403,iOS,16.1,com.company.mdm,2.169.176.171,-18.1252515,113.630142,noncompliant,app blocked by policy
2025-08-24 08:52:44,D043,476778452399470959,logout,logout,success,200,iOS,12.0,com.company.chat,196.25.105.53,27.4980735,-148.609644,compliant,app blocked by policy
2025-09-02 00:18:50,D007,-5173259827968390053,config_change,config_change,success,200,iOS,11.0,com.company.vpn,82.245.104.233,-32.032973,-106.536965,compliant,app blocked by policy
2025-08-21 09:13:06,D017,-2277956223194848410,install,install,success,403,iOS,16.1,com.company.mdm,136.36.244.254,44.1078985,99.821181,noncompliant,configuration updated
2025-09-03 00:08:15,D046,-6794850951425231629,update,update,success,200,iOS,15.2,com.company.chat,88.129.42.146,65.4800525,-73.47586,compliant,configuration updated
2025-09-10 10:27:07,D006,5903206068117775271,update,update,success,200,Android,15.2,com.company.chat,24.67.195.44,10.7688045,-178.838744,compliant,login success
2025-09-06 00:33:21,D021,-569937073274959663,login,login,success,401,Android,15.2,com.company.vpn,191.64.204.104,10.7917115,-94.76109,noncompliant,jailbreak/root detected
2025-09-13 03:02:27,D044,7600091057395399198,logout,logout,fail,200,Android,12.0,com.company.vpn,79.242.20.106,46.227501,22.442303,noncompliant,jailbreak/root detected
2025-08-26 23:06:08,D010,8386339251327194303,logout,logout,success,401,Android,16.1,com.company.mail,91.31.160.199,48.139103,-16.977695,noncompliant,profile install fail
2025-09-08 22:07:23,D044,-6182909622768641860,config_change,config_change,fail,403,Android,12.0,com.company.chat,57.104.185.99,72.019772,139.540503,noncompliant,configuration updated
2025-08-31 06:00:13,D017,8540858979567449482,update,update,success,400,Android,11.0,com.company.mail,18.143.173.232,-51.8479265,-4.415639,compliant,app blocked by policy
2025-08-28 22:22:55,D037,2636750994893283798,install,install,success,401,iOS,13.0,com.company.mdm,187.169.10.218,-18.312655,-164.196627,noncompliant,login success
2025-09-04 15:02:40,D037,5883442485446053211,login,login,success,403,Android,15.2,com.company.chat,103.207.30.111,-75.901928,-161.40751,compliant,configuration updated
2025-08-18 15:04:40,D013,-303995123246337865,config_change,config_change,success,400,iOS,13.0,com.company.mail,47.88.244.18,-14.868708,146.390646,noncompliant,app blocked by policy
2025-08-29 03:45:23,D003,3415529497623217552,config_change,config_change,success,400,iOS,16.1,com.company.chat,94.61.54.99,11.3921075,-90.164147,noncompliant,login failed
2025-08-21 10:00:06,D013,1334829655450076575,logout,logout,success,401,Android,15.2,com.company.chat,1.171.124.7,-63.327553,-15.376127,noncompliant,profile install fail
2025-08-21 05:03:04,D048,-8614905619437197967,install,install,success,403,iOS,15.2,com.company.vpn,163.206.73.204,-63.7011015,97.406506,noncompliant,jailbreak/root detected
2025-08-23 23:06:38,D024,-740303967391701676,login,login,success,200,Android,12.0,com.company.mail,140.3.244.149,-75.778002,27.949457,noncompliant,profile install fail
2025-08-26 05:31:01,D044,-7419416451124542528,install,install,success,401,iOS,13.0,com.company.vpn,50.223.5.166,-85.9773245,-27.234596,noncompliant,login success
2025-09-14 10:41:41,D040,-7017301288416125183,config_change,config_change,success,500,iOS,13.0,com.company.mail,216.171.184.155,20.624809,131.427132,noncompliant,configuration updated
2025-09-01 22:57:01,D020,-2769815244228398666,update,update,fail,200,iOS,16.1,com.company.mdm,101.220.42.52,-86.2109705,163.472852,compliant,login success
2025-09-02 18:13:43,D016,-5973961366090495706,config_change,config_change,fail,403,Android,13.0,com.company.mdm,4.130.237.184,47.243474,-0.609843,compliant,app blocked by policy
2025-09-01 01:35:42,D042,-963969804228603624,login,login,success,500,Android,16.1,com.company.mail,166.102.44.216,57.403638,-114.335135,noncompliant,login failed
2025-09-15 05:42:37,D029,4099428827063999461,update,update,success,401,iOS,13.0,com.company.chat,60.112.18.247,53.872793,-80.417151,noncompliant,login success
2025-08-23 12:16:29,D026,-3065483473696700085,install,install,fail,200,Android,14.8,com.company.vpn,54.21.239.34,-30.905039,41.997302,compliant,login success
2025-09-08 19:59:51,D022,-5108685006394347762,logout,logout,success,500,iOS,14.8,com.company.vpn,87.223.120.157,34.9542865,-84.024567,compliant,login failed
2025-08-24 21:26:45,D022,-212571812047309741,logout,logout,success,500,iOS,16.1,com.company.vpn,63.57.64.95,6.1149035,-111.985352,compliant,jailbreak/root detected
2025-09-08 18:18:47,D017,-1455661906378748544,logout,logout,fail,200,iOS,14.8,com.company.chat,175.245.207.100,-55.893281,-135.164588,compliant,jailbreak/root detected
2025-08-31 18:52:04,D021,7982330472891815389,login,login,fail,200,iOS,13.0,com.company.mdm,215.65.161.42,76.6463245,43.190745,compliant,configuration updated
2025-08-18 04:52:41,D005,1820298438208143664,update,update,success,401,iOS,11.0,com.company.vpn,178.33.27.118,75.6749835,-19.434974,compliant,configuration updated
2025-08-27 01:28:51,D043,8831384623968060006,config_change,config_change,success,200,iOS,11.0,com.company.mdm,152.99.111.203,-38.990496,-30.586797,noncompliant,configuration updated
2025-08-19 09:34:29,D007,8533527252589167429,update,update,success,403,iOS,14.8,com.company.chat,84.209.168.182,-0.5462405,-145.236422,compliant,login success
2025-09-13 13:39:18,D009,-7119043012427616638,install,install,success,500,Android,11.0,com.company.chat,30.49.87.66,-69.0718335,34.242441,noncompliant,jailbreak/root detected
2025-08-25 21:19:48,D039,2252426335705270510,update,update,fail,200,iOS,11.0,com.company.mdm,120.35.231.121,-3.4723115,-86.466617,compliant,app blocked by policy
2025-08-17 12:36:31,D022,5915758697549452532,update,update,success,200,Android,11.0,com.company.chat,188.53.178.196,-68.953506,-72.815626,noncompliant,profile install fail
2025-09-01 20:18:15,D010,5398098827214641865,update,update,fail,200,iOS,11.0,com.company.mail,219.223.133.180,28.256927,-85.979386,noncompliant,login failed
2025-08-19 19:36:51,D036,-8634303446946950979,login,login,success,500,Android,13.0,com.company.mail,175.92.238.249,-19.9384405,-137.001722,noncompliant,profile install fail
2025-09-10 14:52:52,D043,4964145858809299089,update,update,success,200,Android,12.0,com.company.chat,58.170.77.84,9.9772555,26.990335,noncompliant,login success
2025-08-30 19:24:13,D037,-1491622717769578304,config_change,config_change,success,403,iOS,14.8,com.company.chat,222.181.55.32,20.451055,64.184835,noncompliant,login success
2025-09-11 06:56:29,D049,1386482149006453627,install,install,success,403,iOS,12.0,com.company.chat,112.182.72.126,-65.7327275,-51.311797,compliant,login failed
2025-09-10 00:52:23,D018,-6606925317254533768,install,install,success,401,iOS,15.2,com.company.vpn,117.228.145.38,32.9708225,-175.981172,noncompliant,login success
2025-08-29 06:18:37,D010,3351439025951334285,login,login,fail,500,iOS,11.0,com.company.mdm,35.122.172.89,-42.490285,36.98896,noncompliant,profile install fail
2025-08-20 20:43:18,D011,7212555375078619575,install,install,success,401,iOS,14.8,com.company.vpn,65.201.103.138,46.2109235,171.230937,compliant,jailbreak/root detected
2025-08-29 05:19:55,D004,-2779077811034362593,login,login,success,403,Android,12.0,com.company.mdm,115.219.1.184,66.0063565,23.689352,noncompliant,profile install fail
2025-08-18 15:19:13,D014,5592409554368030465,config_change,config_change,fail,403,iOS,16.1,com.company.mdm,126.88.186.51,-26.179864,117.611331,noncompliant,login success
2025-09-04 00:22:09,D015,-1597162714513706394,update,update,success,200,iOS,15.2,com.company.chat,46.237.118.94,66.755375,133.683033,compliant,login failed
2025-08-23 20:09:26,D049,2278666171722798770,install,install,success,200,iOS,11.0,com.company.mdm,84.21.57.192,-55.430082,-50.379251,compliant,login failed
2025-09-14 21:24:56,D025,-3879654986398585786,config_change,config_change,success,500,Android,14.8,com.company.mdm,211.129.108.131,-5.517955,-103.336146,compliant,app blocked by policy
2025-09-06 05:58:55,D002,5720552341009042129,update,update,success,401,Android,12.0,com.company.mdm,192.205.230.254,-40.519695,117.900435,noncompliant,profile install fail
2025-08-18 11:25:13,D008,-6426735506145448658,update,update,fail,401,iOS,12.0,com.company.mdm,86.118.141.157,-15.807119,-100.851087,noncompliant,login success
2025-08-26 04:58:54,D028,750578416242977994,login,login,success,500,Android,12.0,com.company.mail,169.153.82.58,68.0987285,171.753327,noncompliant,profile install fail
2025-09-13 03:00:41,D048,8609694256366213365,install,install,success,400,iOS,12.0,com.company.mail,10.93.91.77,-76.217437,-21.739262,compliant,profile install fail
2025-09-05 11:51:21,D023,-5753259925906933886,logout,logout,success,400,Android,15.2,com.company.vpn,193.49.184.140,81.8251465,64.829149,compliant,configuration updated
2025-08-23 14:50:57,D005,-9162393318987830499,logout,logout,success,403,Android,12.0,com.company.mdm,184.143.6.222,28.1713185,-124.179452,noncompliant,configuration updated
2025-09-07 11:04:41,D021,-1126710077249415736,logout,logout,success,403,Android,13.0,com.company.chat,81.18.39.185,-19.98787,76.875647,noncompliant,jailbreak/root detected
2025-08-17 07:03:46,D004,-4581990815490412202,install,install,success,401,Android,11.0,com.company.mail,5.148.112.144,2.243842,-165.681086,compliant,profile install fail
2025-08-20 12:07:15,D019,4361323805481130724,login,login,success,200,Android,11.0,com.company.mail,131.25.230.6,-65.785504,-96.846482,noncompliant,jailbreak/root detected
2025-08-22 14:17:09,D042,-991483284489030864,logout,logout,success,403,iOS,14.8,com.company.mdm,47.252.227.36,-27.5578965,-26.404775,compliant,profile install fail
2025-09-09 07:02:26,D046,9171126292929711055,login,login,success,400,iOS,15.2,com.company.mdm,141.205.46.72,55.5965345,40.50131,noncompliant,jailbreak/root detected
2025-09-11 20:26:11,D034,4087133007154087861,config_change,config_change,fail,401,Android,11.0,com.company.mdm,156.104.177.10,-21.6667155,-148.557605,noncompliant,configuration updated
2025-09-07 01:00:32,D039,-4080371561666575631,login,login,success,401,iOS,16.1,com.company.mail,116.83.102.113,56.777943,-150.422286,noncompliant,profile install fail
2025-09-05 18:44:52,D017,6580076400879251029,config_change,config_change,success,401,iOS,12.0,com.company.vpn,49.32.2.149,-10.688404,152.468626,noncompliant,profile install fail
2025-08-22 03:23:01,D042,-6609921202167044463,update,update,fail,200,Android,12.0,com.company.mdm,28.198.17.208,-61.4132105,-167.432719,noncompliant,login failed
2025-08-25 18:34:44,D043,-7482733466338637066,config_change,config_change,fail,403,Android,14.8,com.company.chat,91.171.214.232,-29.429143,36.672519,noncompliant,login failed
